,geonameid,name,asciiname,alternatenames,latitude,longitude,featureclass,featurecode,countrycode,cc2,admin1code,admin2code,population,elevation,dem,timezone,modificationdate
5817,2745720,Velddijk,Velddijk,,51.83333,5.53333,P,PPL,NL,,3.0,668.0,0,,6,Europe/Amsterdam,2009-01-13
5818,2745719,Velddriel,Velddriel,,51.76917,5.30278,P,PPL,NL,,3.0,263.0,820,,3,Europe/Amsterdam,2017-10-17
5819,2745717,Velden,Velden,"Velde,wldn  lymbwrg,ولدن، لیمبورگ",51.41167,6.16806,P,PPL,NL,,5.0,983.0,0,,22,Europe/Amsterdam,2017-10-17
5820,2745713,Veldhoek,Veldhoek,,52.04583,6.41111,P,PPL,NL,,3.0,1876.0,150,,20,Europe/Amsterdam,2017-03-24
5821,2745712,Veldhoek,Veldhoek,,52.43989,6.2843,P,PPL,NL,,15.0,177.0,0,,5,Europe/Amsterdam,2011-06-04
5822,2745706,Veldhoven,Veldhoven,,51.41833,5.40278,P,PPL,NL,,6.0,861.0,5340,,22,Europe/Amsterdam,2017-10-17
5823,2745703,Veldhuis,Veldhuis,,52.7275,5.10972,P,PPL,NL,,7.0,420.0,0,,-2,Europe/Amsterdam,2007-06-03
5824,2745702,Veldhuizen,Veldhuizen,,52.07537,5.01234,P,PPL,NL,,9.0,344.0,9460,,0,Europe/Amsterdam,2017-03-24
5825,2745701,Veldhuizen,Veldhuizen,,52.85583,6.25278,P,PPL,NL,,1.0,1701.0,0,,7,Europe/Amsterdam,2007-06-03
5826,6544763,Veldhuizen,Veldhuizen,,51.905,6.15139,P,PPL,NL,,3.0,299.0,0,,15,Europe/Amsterdam,2007-06-07
5827,2745697,Veldhunten,Veldhunten,,51.88333,6.34444,P,PPL,NL,,3.0,1509.0,0,,15,Europe/Amsterdam,2007-06-03
5828,2745694,Veldmaat,Veldmaat,,52.17628,6.75316,P,PPL,NL,,15.0,158.0,0,,24,Europe/Amsterdam,2011-06-04
5829,2745692,Veldschuur,Veldschuur,,50.96667,5.74167,P,PPL,NL,,5.0,971.0,0,,38,Europe/Amsterdam,2007-06-03
5830,2745691,Veldstreek,Veldstreek,,53.11333,6.32778,P,PPL,NL,,4.0,1969.0,0,,4,Europe/Amsterdam,2019-01-20
5831,2745688,Veldwijk,Veldwijk,,52.12167,6.31111,P,PPL,NL,,3.0,1876.0,0,,15,Europe/Amsterdam,2007-06-03
5832,2745685,Veldzicht,Veldzicht,,51.34583,3.5375,P,PPL,NL,,10.0,1714.0,0,,1,Europe/Amsterdam,2007-06-03
5833,2745684,Veldzicht,Veldzicht,,52.6,6.45,P,PPL,NL,,15.0,160.0,0,,7,Europe/Amsterdam,2011-06-04
5834,2745686,Veldzicht,Veldzicht,,51.29333,3.62639,P,PPL,NL,,10.0,1714.0,0,,0,Europe/Amsterdam,2007-06-03
5835,2745682,Velmolen,Velmolen,,51.65,5.63611,P,PPL,NL,,6.0,1991.0,0,,18,Europe/Amsterdam,2022-09-30
5836,2745678,Velp,Velp,Fellepa,51.74833,5.71806,P,PPL,NL,,6.0,1982.0,0,,11,Europe/Amsterdam,2022-09-30
5837,2745677,Velp,Velp,"Felp,wlp  khldrland,ولپ، خلدرلاند",51.995,5.97361,P,PPL,NL,,3.0,275.0,17669,,20,Europe/Amsterdam,2017-10-17
5838,2745674,Velsen-Noord,Velsen-Noord,"Velseroord,Velzeroord",52.47167,4.64722,P,PPL,NL,,7.0,453.0,0,,3,Europe/Amsterdam,2017-10-17
5839,2745673,Velsen-Zuid,Velsen-Zuid,"Velsen,Velzen",52.46,4.65,P,PPL,NL,,7.0,453.0,67758,,4,Europe/Amsterdam,2017-10-17
5840,7118109,Velserbroek,Velserbroek,,52.43283,4.66155,P,PPL,NL,,7.0,453.0,0,,3,Europe/Amsterdam,2017-10-17
5841,2745669,Velswijk,Velswijk,,52.01083,6.30694,P,PPL,NL,,3.0,1876.0,285,,13,Europe/Amsterdam,2017-03-24
5842,2745664,Veluwe,Veluwe,,51.83,5.40556,P,PPL,NL,,3.0,263.0,0,,6,Europe/Amsterdam,2007-06-03
5843,2745658,Vemde,Vemde,,52.36333,6.01528,P,PPL,NL,,3.0,232.0,0,,10,Europe/Amsterdam,2007-06-03
5844,2745655,Ven,Ven,,51.64,5.55,P,PPL,NL,,6.0,1948.0,4430,,11,Europe/Amsterdam,2017-08-16
5845,2745656,Ven,Ven,,51.51667,5.74722,P,PPL,NL,,6.0,1652.0,0,,21,Europe/Amsterdam,2007-06-03
5846,2745657,Ven,Ven,,51.36667,5.56389,P,PPL,NL,,6.0,1658.0,0,,24,Europe/Amsterdam,2007-06-03
5847,2745626,Ven-Zelderheide,Ven-Zelderheide,"Veen,Ven",51.7125,6.02361,P,PPL,NL,,5.0,907.0,610,,14,Europe/Amsterdam,2017-10-17
5848,2745653,Venebrugge,Venebrugge,Veenebrugge,52.56083,6.67361,P,PPL,NL,,15.0,160.0,115,,13,Europe/Amsterdam,2017-10-17
5849,2745651,Veneind,Veneind,,51.4175,5.29722,P,PPL,NL,,6.0,770.0,0,,25,Europe/Amsterdam,2007-06-03
5850,2745650,Venekoten,Venekoten,"Fenekoaten,Venekoten",52.97777,6.30544,P,PPL,NL,,2.0,85.0,0,,6,Europe/Amsterdam,2012-01-17
5851,2745646,Venhorst,Venhorst,,51.60833,5.7375,P,PPL,NL,,6.0,755.0,1050,,25,Europe/Amsterdam,2017-10-17
5852,2745645,Venhuizen,Venhuizen,,52.6625,5.20278,P,PPL,NL,,7.0,498.0,0,,1,Europe/Amsterdam,2017-10-17
5853,2745643,Venkant,Venkant,,51.64828,5.36253,P,PPL,NL,,6.0,845.0,0,,6,Europe/Amsterdam,2011-06-04
5854,2745642,Venkant,Venkant,,51.68333,5.21667,P,PPL,NL,,6.0,797.0,0,,2,Europe/Amsterdam,2011-06-04
5855,2745639,Venne,Venne,,51.26083,5.97639,P,PPL,NL,,5.0,1640.0,0,,26,Europe/Amsterdam,2007-06-03
5856,6544883,Vennenberg,Vennenberg,,52.4775,6.32778,P,PPL,NL,,15.0,148.0,0,,5,Europe/Amsterdam,2007-06-07
5857,2745634,Venray,Venray,"Venraai,Venraij",51.525,5.975,P,PPL,NL,,5.0,984.0,39047,,29,Europe/Amsterdam,2017-10-17
5858,2745627,Venushoek,Venushoek,,51.60977,5.43316,P,PPL,NL,,6.0,1948.0,0,,9,Europe/Amsterdam,2017-08-16
5859,6544733,Venweg,Venweg,,51.46083,4.94167,P,PPL,NL,,6.0,1723.0,0,,24,Europe/Amsterdam,2007-06-07
5860,2745609,Verhoven,Verhoven,,51.55,4.92361,P,PPL,NL,,6.0,784.0,0,,15,Europe/Amsterdam,2007-06-03
5861,2750393,Verlaat,Niedorperverlaat,Verlaat,52.725,4.85556,P,PPL,NL,,7.0,1911.0,0,,0,Europe/Amsterdam,2012-11-25
5862,2745606,Verlaat,Verlaat,,52.785,6.10972,P,PPL,NL,,15.0,1708.0,0,,3,Europe/Amsterdam,2007-06-03
5863,2745601,Verloren Einde,Verloren Einde,,52.53333,4.96667,P,PPL,NL,,7.0,385.0,0,,-2,Europe/Amsterdam,2016-07-31
5864,2745600,Verloren Hoek,Verloren Hoek,,51.60583,4.68333,P,PPL,NL,,6.0,758.0,0,,2,Europe/Amsterdam,2007-06-03
5865,6544735,Verlorenhoek,Verlorenhoek,,51.6625,5.81667,P,PPL,NL,,6.0,1982.0,0,,13,Europe/Amsterdam,2022-09-30
5866,2745598,Vernhout,Vernhout,Varenhout,51.5375,5.4375,P,PPL,NL,,6.0,1948.0,0,,14,Europe/Amsterdam,2017-08-16
5867,2745597,Verreheide,Verreheide,,51.5775,5.69583,P,PPL,NL,,6.0,1652.0,0,,17,Europe/Amsterdam,2007-06-03
5868,2745589,Vessem,Vessem,,51.42083,5.28889,P,PPL,NL,,6.0,770.0,0,,24,Europe/Amsterdam,2017-10-17
5869,6544717,Vestjenshoek,Vestjenshoek,,51.23833,5.85972,P,PPL,NL,,5.0,1640.0,0,,29,Europe/Amsterdam,2007-06-07
5870,2745587,Vethuizen,Vethuizen,,51.90917,6.30278,P,PPL,NL,,3.0,1955.0,0,,13,Europe/Amsterdam,2017-10-17
5871,6544840,Vetterik,Vetterik,,51.515,4.27222,P,PPL,NL,,6.0,748.0,0,,10,Europe/Amsterdam,2007-06-07
5872,2745585,Veulen,Veulen,,51.4825,5.95278,P,PPL,NL,,5.0,984.0,520,,30,Europe/Amsterdam,2017-10-17
5873,2745582,Vianen,Vianen,Viane,51.6178,4.00881,P,PPL,NL,,10.0,1676.0,0,,1,Europe/Amsterdam,2008-10-27
5874,2745581,Vianen,Vianen,Vianen NB,51.71833,5.85694,P,PPL,NL,,6.0,1982.0,950,,11,Europe/Amsterdam,2022-09-30
5875,2745580,Vianen,Vianen,,51.9925,5.09167,P,PPL,NL,,9.0,1961.0,19931,,5,Europe/Amsterdam,2019-01-20
5876,2745576,Viel,Viel,,50.96917,5.925,P,PPL,NL,,5.0,1954.0,0,,80,Europe/Amsterdam,2019-01-20
5877,2745575,Vierakker,Vierakker,,52.1075,6.23472,P,PPL,NL,,3.0,1876.0,0,,7,Europe/Amsterdam,2017-10-17
5878,2745572,Vierbannen,Vierbannen,,51.74917,4.90972,P,PPL,NL,,6.0,1959.0,275,,2,Europe/Amsterdam,2019-01-20
5879,2745569,Vierburen,Vierburen,De Vierburen,53.3525,6.7,P,PPL,NL,,4.0,1979.0,0,,-3,Europe/Amsterdam,2021-07-05
5880,2745558,Vierhouten,Vierhouten,,52.3325,5.82778,P,PPL,NL,,3.0,302.0,395,,25,Europe/Amsterdam,2017-10-17
5881,2745555,Vierhuis,Vierhuis,"Fjouwerhus,Fjouwerhûs,Vierhuis,Vierhuizen",52.90455,5.84421,P,PPL,NL,,2.0,1940.0,0,,-2,Europe/Amsterdam,2017-04-13
5882,2745554,Vierhuizen,Vierhuizen,,53.04396,5.45332,P,PPL,NL,,2.0,1900.0,0,,1,Europe/Amsterdam,2012-04-14
5883,2745553,Vierhuizen,Vierhuizen,,53.36083,6.29167,P,PPL,NL,,4.0,1966.0,130,,1,Europe/Amsterdam,2019-01-20
5884,2745552,Vierhuizen,Vierhuizen,,53.405,6.85972,P,PPL,NL,,4.0,1979.0,0,,3,Europe/Amsterdam,2021-07-05
5885,2745550,Vierlingsbeek,Vierlingsbeek,"Beek,Beke,Vierlincsbeec,Vierlingsbeek",51.595,6.00972,P,PPL,NL,,6.0,1982.0,0,,15,Europe/Amsterdam,2022-09-30
5886,2745547,Vierpolders,Vierpolders,,51.87917,4.17917,P,PPL,NL,,11.0,501.0,1215,,-1,Europe/Amsterdam,2017-10-17
5887,2745545,Vieruitersten,Vieruitersten,,51.3525,5.90139,P,PPL,NL,,5.0,1894.0,0,,34,Europe/Amsterdam,2010-09-17
5888,2745544,Vierverlaten,Vierverlaten,,53.2125,6.48194,P,PPL,NL,,4.0,14.0,130,,-2,Europe/Amsterdam,2017-03-24
5889,2745543,Vijcie,Vijcie,,51.82,4.91667,P,PPL,NL,,6.0,1959.0,0,,0,Europe/Amsterdam,2019-01-20
5890,2745537,Vijfhoek,Vijfhoek,,51.2975,4.00278,P,PPL,NL,,10.0,677.0,0,,1,Europe/Amsterdam,2007-06-03
5891,2745536,Vijfhoek,Vijfhoek,,51.5075,4.36389,P,PPL,NL,,6.0,1674.0,0,,8,Europe/Amsterdam,2007-06-03
5892,2745533,Vijfhuis,Vijfhuis,,53.03708,5.55698,P,PPL,NL,,2.0,1900.0,0,,-2,Europe/Amsterdam,2012-04-14
5893,2745530,Vijfhuizen,Vijfhuizen,,51.6075,5.09444,P,PPL,NL,,6.0,855.0,0,,11,Europe/Amsterdam,2007-06-03
5894,2745531,Vijfhuizen,Vijfhuizen,,51.5225,4.98472,P,PPL,NL,,6.0,785.0,0,,16,Europe/Amsterdam,2007-06-03
5895,2745529,Vijfhuizen,Vijfhuizen,,51.64753,4.88093,P,PPL,NL,,6.0,826.0,0,,4,Europe/Amsterdam,2008-02-01
5896,2745528,Vijfhuizen,Vijfhuizen,,52.35083,4.67778,P,PPL,NL,,7.0,394.0,1895,,-2,Europe/Amsterdam,2017-10-17
5897,2745527,Vijfhuizen,Vijfhuizen,"Fiifhuzen,Vijfhuizen",53.31183,5.74954,P,PPL,NL,,2.0,1970.0,0,,-1,Europe/Amsterdam,2019-01-20
5898,2745522,Vijlen,Vijlen,,50.78833,5.96528,P,PPL,NL,,5.0,981.0,1290,,192,Europe/Amsterdam,2017-10-17
5899,2745514,Vilgert,Vilgert,,51.42,6.17083,P,PPL,NL,,5.0,983.0,0,,19,Europe/Amsterdam,2010-09-17
5900,2745513,Vilheide,Vilheide,,51.69167,5.76944,P,PPL,NL,,6.0,1982.0,0,,20,Europe/Amsterdam,2022-09-30
5901,2745511,Vilsteren,Vilsteren,,52.51083,6.35139,P,PPL,NL,,15.0,175.0,0,,12,Europe/Amsterdam,2017-10-17
5902,2745510,Vilt,Vilt,,50.85833,5.80833,P,PPL,NL,,5.0,994.0,900,,131,Europe/Amsterdam,2017-03-24
5903,2745509,Vink,Vink,,50.90167,5.87083,P,PPL,NL,,5.0,1954.0,0,,109,Europe/Amsterdam,2019-01-20
5904,2745505,Vinkega,Vinkega,Finkega,52.874,6.11715,P,PPL,NL,,2.0,98.0,130,,1,Europe/Amsterdam,2017-10-17
5905,2745496,Vinkekade,Vinkenkade,,52.24167,4.97083,P,PPL,NL,,9.0,736.0,0,,-3,Europe/Amsterdam,2007-06-03
5906,2745503,Vinkel,Vinkel,,51.70583,5.4625,P,PPL,NL,,6.0,796.0,60,,8,Europe/Amsterdam,2017-10-17
5907,2745502,Vinkenberg,Vinkenberg,,51.53333,5.17778,P,PPL,NL,,6.0,824.0,0,,12,Europe/Amsterdam,2007-06-03
5908,2745501,Vinkenbroek,Vinkenbroek,,51.5225,4.41111,P,PPL,NL,,6.0,1674.0,0,,4,Europe/Amsterdam,2007-06-03
5909,2745499,Vinkenbuurt,Vinkenbuurt,,52.57667,6.35139,P,PPL,NL,,15.0,175.0,0,,4,Europe/Amsterdam,2017-10-17
5910,2745495,Vinkepas,Vinkepas,,51.40333,6.03889,P,PPL,NL,,5.0,1507.0,0,,29,Europe/Amsterdam,2010-09-17
5911,2745493,Vinkeveen,Vinkeveen,,52.21507,4.93372,P,PPL,NL,,9.0,736.0,2340,,0,Europe/Amsterdam,2017-10-17
5912,2745490,Vinkwijk,Vinkwijk,,51.90043,6.26909,P,PPL,NL,,3.0,1955.0,0,,15,Europe/Amsterdam,2011-04-19
5913,2745488,Visberg,Visberg,,51.55333,4.41667,P,PPL,NL,,6.0,851.0,0,,1,Europe/Amsterdam,2007-06-03
5914,2745487,Visbuurt,Visbuurt,"Fiskbuorren,Visbuurt,Vischbuurt",53.38432,5.9483,P,PPL,NL,,2.0,1970.0,0,,2,Europe/Amsterdam,2019-01-20
5915,2745484,Visdonk,Visdonk,,51.5025,4.48472,P,PPL,NL,,6.0,1674.0,0,,9,Europe/Amsterdam,2007-06-03
5916,2745476,Vissersburen,Vissersburen,,52.95,5.55,P,PPL,NL,,2.0,1900.0,0,,0,Europe/Amsterdam,2012-04-14
5917,2745474,Visserweert,Visserweert,"Visscherweerd,Visserweerd",51.06667,5.80139,P,PPL,NL,,5.0,1711.0,0,,29,Europe/Amsterdam,2007-06-03
5918,2745471,Visvliet,Visvliet,,53.26583,6.24861,P,PPL,NL,,4.0,1969.0,300,,1,Europe/Amsterdam,2019-01-20
5919,2745467,Vlaardingen,Vlaardingen,"Vlaardinge,Vlaardingen",51.9125,4.34167,P,PPL,NL,,11.0,622.0,73798,,2,Europe/Amsterdam,2017-10-17
5920,2745463,Vlaas,Vlaas,,51.27,5.97222,P,PPL,NL,,5.0,1640.0,0,,27,Europe/Amsterdam,2007-06-03
5921,2745462,Vlagberg,Vlagberg,,51.61333,5.85972,P,PPL,NL,,6.0,1982.0,0,,19,Europe/Amsterdam,2022-09-30
5922,2745461,Vlagtwedde,Vlagtwedde,"Vlachtwedde,Vlagtwedde",53.0275,7.10833,P,PPL,NL,,4.0,1950.0,1955,,3,Europe/Amsterdam,2019-01-20
5923,2745459,Vlagtwedder-Veldhuis,Vlagtwedder-Veldhuis,,53.01167,7.13333,P,PPL,NL,,4.0,1950.0,105,,5,Europe/Amsterdam,2019-01-20
5924,2745457,Vlake,Vlake,,51.47417,4.00972,P,PPL,NL,,10.0,703.0,0,,-1,Europe/Amsterdam,2019-01-14
5925,2745452,Vlas,Vlas,,51.36917,5.71528,P,PPL,NL,,6.0,847.0,0,,26,Europe/Amsterdam,2007-06-03
5926,2745451,Vlasmeer,Vlasmeer,,51.64911,5.29659,P,PPL,NL,,6.0,865.0,0,,7,Europe/Amsterdam,2011-04-19
5927,2745449,Vledder,Vledder,,52.85583,6.20833,P,PPL,NL,,1.0,1701.0,1815,,5,Europe/Amsterdam,2017-10-17
5928,2745444,Vledderhuizen,Vledderhuizen,,53.0075,7.0375,P,PPL,NL,,4.0,37.0,0,,2,Europe/Amsterdam,2007-06-03
5929,2745440,Vledderveen,Vledderveen,,52.87583,6.1875,P,PPL,NL,,1.0,1701.0,230,,4,Europe/Amsterdam,2017-10-17
5930,2745439,Vledderveen,Vledderveen,,52.9875,7.00694,P,PPL,NL,,4.0,37.0,285,,4,Europe/Amsterdam,2017-10-17
5931,2745436,Vleet,Vleet,,51.45583,4.4,P,PPL,NL,,6.0,1674.0,0,,11,Europe/Amsterdam,2007-06-03
5932,2745434,Vlengendaal,Vlengendaal,,50.8125,6.00417,P,PPL,NL,,5.0,965.0,0,,172,Europe/Amsterdam,2007-06-03
5933,2745432,Vleut,Vleut,,51.532,5.40841,P,PPL,NL,,6.0,753.0,0,,14,Europe/Amsterdam,2009-01-13
5934,2745431,Vleuten,Vleuten,,52.10583,5.01528,P,PPL,NL,,9.0,344.0,6945,,1,Europe/Amsterdam,2017-10-17
5935,2745428,Vliedberg,Vliedberg,,51.68961,5.19031,P,PPL,NL,,6.0,797.0,4445,,4,Europe/Amsterdam,2017-03-24
5936,2745424,Vliegert,Vliegert,,51.36417,5.9625,P,PPL,NL,,5.0,1894.0,195,,34,Europe/Amsterdam,2017-03-24
5937,2745423,Vlieghuis,Vlieghuis,,52.65833,6.8375,P,PPL,NL,,1.0,109.0,0,,12,Europe/Amsterdam,2007-06-03
5938,2745419,Vlieland,Vlieland,,52.02917,4.43472,P,PPL,NL,,11.0,1926.0,0,,-5,Europe/Amsterdam,2007-06-03
5939,2745414,Vlierden,Vlierden,,51.445,5.75833,P,PPL,NL,,6.0,762.0,1115,,26,Europe/Amsterdam,2017-10-17
5940,2745410,Vliet,Vliet,,52.0175,4.85278,P,PPL,NL,,9.0,589.0,0,,-2,Europe/Amsterdam,2007-06-03
5941,2745396,Vlijmen,Vlijmen,,51.6975,5.21667,P,PPL,NL,,6.0,797.0,0,,4,Europe/Amsterdam,2017-10-17
5942,2745392,Vlissingen,Vlissingen,"Flesinga,Flessinga,Flessingue,Flissingen,Flushing,Vlisingen,Vlissienge,Vlissinge,Vlissingen,flsnkn,flsnqn,flysnjn,fu li xin en,peullising-eon,Влиссинген,Флиссинген,Վլիսինգեն,فلسنقن,فلسنكن,فليسنجن,弗利辛恩,플리싱언",51.4425,3.57361,P,PPL,NL,,10.0,718.0,45273,,5,Europe/Amsterdam,2020-04-12
5943,2745388,Vlist,Vlist,,51.98,4.81944,P,PPL,NL,,11.0,1931.0,515,,-2,Europe/Amsterdam,2017-10-17
5944,2745382,Vlodrop,Vlodrop,,51.13333,6.07639,P,PPL,NL,,5.0,1669.0,1860,,30,Europe/Amsterdam,2017-10-17
5945,2745380,Vlodrop-Station,Vlodrop-Station,,51.15167,6.15,P,PPL,NL,,5.0,1669.0,0,,64,Europe/Amsterdam,2007-06-03
5946,2745377,Vloeieind,Vloeieind,,51.39833,5.15139,P,PPL,NL,,6.0,1667.0,0,,28,Europe/Amsterdam,2007-06-03
5947,2745376,Vloeieind,Vloeieind,,51.44417,5.77083,P,PPL,NL,,6.0,762.0,0,,24,Europe/Amsterdam,2007-06-03
5948,2745374,Vloet,Vloet,Vloed,51.64583,5.64444,P,PPL,NL,,6.0,1991.0,0,,17,Europe/Amsterdam,2022-09-30
5949,2745373,Vlokhoven,Vlokhoven,,51.46667,5.48333,P,PPL,NL,,6.0,772.0,3570,,17,Europe/Amsterdam,2017-03-24
5950,6544800,Vlootkant,Vlootkant,,51.2,5.72639,P,PPL,NL,,5.0,988.0,0,,33,Europe/Amsterdam,2007-06-07
5951,2745372,Vlotbrug,Vlotbrug,,51.83583,4.14861,P,PPL,NL,,11.0,530.0,290,,-1,Europe/Amsterdam,2017-03-24
5952,3230181,Vluchtenburg,Vluchtenburg,,52.0,4.15,P,PPL,NL,,11.0,1783.0,0,,1,Europe/Amsterdam,2011-06-04
5953,2745370,Voederheil,Voederheil,,51.7075,5.66528,P,PPL,NL,,6.0,1991.0,0,,19,Europe/Amsterdam,2022-09-30
5954,2745369,Voerendaal,Voerendaal,,50.88327,5.92978,P,PPL,NL,,5.0,986.0,3035,,90,Europe/Amsterdam,2017-10-17
5955,2745360,Vogelenzang,Vogelenzang,,52.31917,4.57778,P,PPL,NL,,7.0,377.0,1955,,3,Europe/Amsterdam,2017-10-17
5956,2745362,Vogelenzang,Vogelenzang,"Vogelenzang,Vogelgezang",51.53333,4.23333,P,PPL,NL,,6.0,748.0,0,,-1,Europe/Amsterdam,2012-01-17
5957,2745358,Vogelfort,Vogelfort,,51.3375,3.98056,P,PPL,NL,,10.0,677.0,0,,2,Europe/Amsterdam,2007-06-03
5958,2745355,Vogelsberg,Vogelsberg,,51.31667,5.61667,P,PPL,NL,,6.0,1706.0,0,,29,Europe/Amsterdam,2011-06-04
5959,2745354,Vogelswerf,Vogelswerf,,51.85699,5.05371,P,PPL,NL,,3.0,1960.0,0,,1,Europe/Amsterdam,2019-01-20
5960,2745352,Vogelwaarde,Vogelwaarde,"Fugelwearde,Fûgelwearde,Veugelwjerde",51.32417,3.97361,P,PPL,NL,,10.0,677.0,0,,-1,Europe/Amsterdam,2017-10-17
5961,6544771,Vogelzang,Vogelzang,,51.7625,5.82083,P,PPL,NL,,3.0,252.0,0,,10,Europe/Amsterdam,2007-06-07
5962,2745343,Voldijn,Voldijn,,51.40052,5.47196,P,PPL,NL,,6.0,866.0,2785,,20,Europe/Amsterdam,2017-03-24
5963,2745342,Volen,Volen,,51.5,5.95,P,PPL,NL,,5.0,984.0,0,,28,Europe/Amsterdam,2011-06-04
5964,2745340,Volendam,Volendam,"Volendam,Volendamas,fu lun dan,pollendam,wwlndm,Волендам,וולנדם,福伦丹,폴렌담",52.495,5.07083,P,PPL,NL,,7.0,385.0,22000,,0,Europe/Amsterdam,2017-10-17
5965,2745338,Volkel,Volkel,,51.6425,5.65417,P,PPL,NL,,6.0,1991.0,3560,,19,Europe/Amsterdam,2022-09-30
5966,2745337,Volkelstraat,Volkelstraat,,51.63333,5.65,P,PPL,NL,,6.0,1991.0,0,,14,Europe/Amsterdam,2022-09-30
5967,2745333,Vollenhove,Vollenhove,"Veno,fu lun huo fu,福倫霍弗",52.68083,5.95417,P,PPL,NL,,15.0,1708.0,3955,,5,Europe/Amsterdam,2017-10-17
5968,2745329,Volthe,Volthe,"Volte,Voltherbroek",52.36417,6.9375,P,PPL,NL,,15.0,1774.0,0,,26,Europe/Amsterdam,2007-06-03
5969,2745321,Voorburg,Voorburg,"Voorburg,fwrbwrkh,Воорбург,فوربورخ",52.07417,4.35972,P,PPL,NL,,11.0,1916.0,38000,,6,Europe/Amsterdam,2017-10-17
5970,2745317,Voordeldonk,Voordeldonk,,51.4025,5.775,P,PPL,NL,,6.0,743.0,0,,26,Europe/Amsterdam,2007-06-03
5971,2745316,Voordijk,Voordijk,,51.7075,5.22639,P,PPL,NL,,6.0,797.0,0,,4,Europe/Amsterdam,2007-06-03
5972,2745314,Vooreind,Vooreind,,51.39083,5.16528,P,PPL,NL,,6.0,1667.0,0,,26,Europe/Amsterdam,2007-06-03
5973,2745311,Voorhout,Voorhout,"Vorkhaut,phuraha'uta,Ворхаут,फूरहाउट",52.22167,4.48472,P,PPL,NL,,11.0,1525.0,4670,,0,Europe/Amsterdam,2017-10-17
5974,2745306,Voorne,Voorne,,51.82333,5.40417,P,PPL,NL,,3.0,263.0,0,,7,Europe/Amsterdam,2007-06-06
5975,2745303,Voorpeel,Voorpeel,,51.45,5.83333,P,PPL,NL,,6.0,762.0,0,,29,Europe/Amsterdam,2011-06-04
5976,2745302,Voorrijp,Voorrijp,"Foarryp,Voorrijp",53.19562,5.47853,P,PPL,NL,,2.0,72.0,0,,-1,Europe/Amsterdam,2008-10-24
5977,2745301,Voorschoten,Voorschoten,,52.1275,4.44861,P,PPL,NL,,11.0,626.0,22468,,2,Europe/Amsterdam,2017-10-17
5978,2745298,Voorst,Voorst,,51.87833,6.41111,P,PPL,NL,,3.0,1509.0,0,,15,Europe/Amsterdam,2017-10-17
5979,2745299,Voorst,Voorst,,51.1025,6.04306,P,PPL,NL,,5.0,1669.0,0,,31,Europe/Amsterdam,2007-06-03
5980,2745297,Voorst,Voorst,"Voorst,Vorst,fwrst,Воорст,Ворст,Վորստ,فورست",52.17,6.14167,P,PPL,NL,,3.0,285.0,1505,,10,Europe/Amsterdam,2017-10-17
5981,2745293,Voorste Beersdonk,Voorste Beersdonk,,51.44167,5.72639,P,PPL,NL,,6.0,762.0,0,,23,Europe/Amsterdam,2007-06-03
5982,2745292,Voorste Brug,Voorste Brug,,51.28417,5.42639,P,PPL,NL,,6.0,858.0,0,,31,Europe/Amsterdam,2007-06-03
5983,2745290,Voorste Diesdonk,Voorste Diesdonk,,51.42417,5.71667,P,PPL,NL,,6.0,743.0,0,,23,Europe/Amsterdam,2007-06-03
5984,2745287,Voorste Heikant,Voorste Heikant,,51.34583,5.15417,P,PPL,NL,,6.0,1667.0,0,,33,Europe/Amsterdam,2007-06-03
5985,2745282,Voorsterveld,Voorsterveld,,51.1075,6.03194,P,PPL,NL,,5.0,1669.0,0,,33,Europe/Amsterdam,2007-06-03
5986,2745278,Voorstonden,Voorstonden,,52.1275,6.15139,P,PPL,NL,,3.0,213.0,95,,9,Europe/Amsterdam,2017-03-24
5987,2745276,Voort,Voort,,51.34833,5.3875,P,PPL,NL,,6.0,1724.0,0,,27,Europe/Amsterdam,2007-06-03
5988,2745274,Voort,Voort,,51.47917,5.78472,P,PPL,NL,,6.0,762.0,0,,24,Europe/Amsterdam,2007-06-03
5989,2745272,Voorteind,Voorteind,,51.475,5.24306,P,PPL,NL,,6.0,823.0,0,,17,Europe/Amsterdam,2007-06-03
5990,2745271,Voorthuizen,Voorthuizen,,52.18667,5.60556,P,PPL,NL,,3.0,203.0,9710,,15,Europe/Amsterdam,2017-10-17
5991,2745269,Voortje,Voortje,,51.42583,5.63472,P,PPL,NL,,6.0,1771.0,0,,20,Europe/Amsterdam,2007-06-03
5992,2745263,Voorweg,Voorweg,,52.08917,4.62083,P,PPL,NL,,11.0,484.0,710,,-2,Europe/Amsterdam,2017-03-24
5993,2745260,Vorchten,Vorchten,,52.39833,6.10694,P,PPL,NL,,3.0,246.0,60,,4,Europe/Amsterdam,2017-10-17
5994,2745258,Vorden,Vorden,,52.105,6.30972,P,PPL,NL,,3.0,1876.0,4900,,13,Europe/Amsterdam,2017-10-17
5995,2745252,Vorstenbosch,Vorstenbosch,,51.6525,5.55,P,PPL,NL,,6.0,1721.0,1630,,11,Europe/Amsterdam,2017-10-17
5996,2745250,Vortum-Mullem,Vortum-Mullem,"Mullem,Mullum,Vorthum,Vortum,Vortum-Mullem",51.62083,5.97778,P,PPL,NL,,6.0,1982.0,0,,14,Europe/Amsterdam,2022-09-30
